	Unnamed: 0	idx	path	token	sentence	context	predicted_labels	classifier_confidence
10	131	7772	3.0/1950/04/27/humor-der-distanz.xml.xml	erzählers	Sie sind die segnenden Elemente auch inHermann Kestens, dies großen deutschen, erst langsam wieder ins Bewußtsein der Leserschaft seiner Sprache gelangenden Erzählers, neuestem Roman „Die fremden Götter“ (Querido-Verlag, Amsterdam).	['Ein äußerstes Wagnis: das jüdische Schicksal in dieser Zeit humoristisch zuspiegeln, Franz Werfel, in seinem weise plänkelnden Spiel von Jacobowsky und dem Oberst, unternahm es noch während des Krieges.', 'Himmel und Meer Südfrankreichs gaben die versöhnliche Kulisse.', 'Sie sind die segnenden Elemente auch inHermann Kestens, dies großen deutschen, erst langsam wieder ins Bewußtsein der Leserschaft seiner Sprache gelangenden Erzählers, neuestem Roman „Die fremden Götter“ (Querido-Verlag, Amsterdam).', 'Das Exil hat bei Kesten den Humor der Distanz geschärft.', 'Dieser Emigrant ist ohne Bissigkeit geblieben, von einer epischen Gelassenheit, die keinen Grimm aufkommen läßt.']	non-fic	0.9984514713287354
11	7238	1091327	3.0/2016/01/28/auszeichnungen-deutscher.xml	erzählers	"Eidinger (40) gelinge es meisterhaft, in ""Der Planet Trillaphon im Verhältnis zur Üblen Sache"" von David Foster Wallace die ""emotionale Achterbahnfahrt"" des depressiven Erzählers erlebbar zu machen, urteilte die Jury."	"['Köln (dpa) - Der Deutsche Hörbuchpreis für den besten Interpreten geht dieses Jahr an Lars Eidinger, erfolgreicher Bühnenschauspieler und dem Fernsehpublikum bekannt als Mörder aus dem Kieler ""Tatort"" ""Borowski und der stille Gast"".', 'Das teilte am Donnerstag der WDR in Köln mit, einer der wichtigsten Unterstützer des Preises.', 'Eidinger (40) gelinge es meisterhaft, in ""Der Planet Trillaphon im Verhältnis zur Üblen Sache"" von David Foster Wallace die ""emotionale Achterbahnfahrt"" des depressiven Erzählers erlebbar zu machen, urteilte die Jury.', 'Wallace war selbst schwer depressiv.', 'Den Preis als beste Interpretin bekommt die österreichische Schauspielerin Sophie Rois.']"	fic	0.9996697902679443
12	7458	1147576	3.0/1993/12/03/der-weggeselle-der-rueck.xml	erzähler	Der Ungar László Krasznahorkai spricht, jedenfalls in der deutschen Übersetzung, schwülstig von seiner „Vorherbestimmung“ und reiht sich als Erzähler der nachkommunistischen Zeit Osteuropas selbstbewußt ein in eine Tradition der Geschichtserzählung, wie sie in Krisenzeiten die Führungsrolle übernimmt.	['Dante hat sie historisiert und mit Vergil besetzt, seinem „Weggesellen, der rücklings trägt sein Licht“.', 'Die Dichtung als Seherin der Zukunft und das Licht in ihrem Rücken, das in die Vergangenheit zurückleuchtet und der Gegenwart den Weg weist, diese Verse Dantes vertont Thomas Manns Adrian Leverkühn in seiner „Apocalipsis“.', 'Der Ungar László Krasznahorkai spricht, jedenfalls in der deutschen Übersetzung, schwülstig von seiner „Vorherbestimmung“ und reiht sich als Erzähler der nachkommunistischen Zeit Osteuropas selbstbewußt ein in eine Tradition der Geschichtserzählung, wie sie in Krisenzeiten die Führungsrolle übernimmt.', '(Genau wie Vergil auf der Wende von Antike zu christlich abendländischer Geschichte, wie Dante, der die scholastischen Bindungen des Mittelalters zerbricht, wie Thomas Mann als letzter Bürger.)', 'Krisenzeiten öffnen die Aussicht auf das Nicht-Eingelöste, das Unerlöste der Geschichte.']	non-fic	0.99842369556427
13	8209	1182203	3.0/2001/01/25/Die_Provinz_als_Zentrum..xml	erzähler	"Wie Kirsten über die Expeditionen des Vorschulkindes erzählt, das ins Untergehölz, in die ""hintersten Brennesselwinkel"" zieht, ahnt man in diesem verträumten und die Umgebung doch genau beobachtenden Streuner schon den Landschaftsdichter, der er wird (und auch als Erzähler bleibt)."	"['Wie derlei dumme Sprüche hat sich Kirsten auch viele Worte gemerkt, die längst nicht mehr gebraucht werden oder außerhalb seines Landstrichs nie bekannt waren: Eine Greisin wird als ""ausgebrackt"" bezeichnet, was das Wörterbuch der Brüder Grimm mit ""altes, unzuchtbares Vieh aussondern"" erklärt, von interessanten Tätigkeiten wie dem ""Vermaulieren"", ""Schlurksen"", ""Vertobaken"" und ""Zuscheln und Ruscheln"" lesen wir und von Kerlen, die man nur als ""Büttler"", ""linkische Runks"" oder ""Benimmse"" bezei chnen kann.', 'Die Lieblingsbeschäftigung des Kindes, das ein ""fauler Stauner"" war, scheint es gewesen zu sein, in dieser Landschaft nur ""einfach dazuliegen, zu beobachten, ins Tal und ins Dorf zu blicken, dem blanken Müßiggang zu obliegen"".', 'Wie Kirsten über die Expeditionen des Vorschulkindes erzählt, das ins Untergehölz, in die ""hintersten Brennesselwinkel"" zieht, ahnt man in diesem verträumten und die Umgebung doch genau beobachtenden Streuner schon den Landschaftsdichter, der er wird (und auch als Erzähler bleibt).', 'Innerhalb der Grenzen der Gemeinde konnte sich ein Kind damals noch völlig frei bewegen.', 'Aber es dauerte bis zum Sommer 1945, dass Kirsten zum ersten Mal aus seinem Dorf herauskommt und, mit zwölf Jahren, vom Vater, der eben aus der Kriegsgefangenschaft heimgekehrt war, in die Kreisstadt Meißen mitgenommen wurde.']"	non-fic	0.9984356760978699
14	5843	869108	3.0/1980/03/28/traenen-aus-dem-telefon..xml	erzähler	Dialog zwischen den Telephon-Partnern kann sich nie entwickeln, weil sich als Dritter der Erzähler Wellershoff in die Leitung schaltet.„Sie haben eine so warme Stimme“, seufzt die Frau.	['Tante Hedwig macht die Sache nicht viel klarer, wenn sie von der nächtlichen Telephonliebe mit lüstern gespitzten Lippen so spricht:„Die Worte kamen anderswo her, als würden sie wechselseitig abgerufen, und er merkte, daß er nicht rauskam aus dieser Trance ...', 'Die Gefahr entdeckt zu werden, war jetzt nur ein süßes, leckendes Gefühl innen in seinem Hals, der er sich in verwunderter Ohnmacht ergab, während ihre Stimme, ohne daß er wirklich zuhörte, einfach in ihn überging.“  Der Erzähler kann sich nie frei bewegen, ständig tritt ihm der Kommentator, die andere Hälfte seines literarischen Wesens, auf die Fersen.', 'Dialog zwischen den Telephon-Partnern kann sich nie entwickeln, weil sich als Dritter der Erzähler Wellershoff in die Leitung schaltet.„Sie haben eine so warme Stimme“, seufzt die Frau.', 'Wie bräche da das Gespräch zusammen, würde die Verlegenheit des fernmündlich Überfallenen Mannes geradezu spürbar, wenn wir seine Antwort zu lesen bekämen: „Sie dürfen nicht verzweifeln Wellershoff nimmt uns (und seinem Erzähl-Text) jede Spannung, wenn er uns vorher schon erklärt, wie wir diesen Satz hören und verstehen sollen: „Darauf wußte er nichts zu antworten.', 'Er war so wenig gefaßt auf dieses Gespräch, daß er sich ganz hilflos fühlte.']	non-fic	0.9983861446380615
15	4566	695871	3.0/1958/04/17/bruessel-1958-das-glaese.xml	erzähler	– 20.50 Uhr: Heinrich Böll, der Romancier und Erzähler, hat auch Hörspiele (zum Beispiel „Die Spurlosen“) geschrieben.	['April, 17.20 Uhr: Wen schert es schon, daß es eine „Jugendstunde“ ist, da man den großen Charakterspieler Ernst Deutsch zu sehen und zu hören bekommt.', '„Wie ich angefangen habe“ heißt die Sendung.', '– 20.50 Uhr: Heinrich Böll, der Romancier und Erzähler, hat auch Hörspiele (zum Beispiel „Die Spurlosen“) geschrieben.', 'Täusche ich mich nicht, so hat ein gescheiter Dramaturg (ja, auch so etwas gibt es im Bereich des Sehfunks) den Einfall gehabt, Böll für das Fernsehen zu interessieren.', 'Dies hier scheint die erste Frucht zu sein: das Fernsehspiel „Stunde der Wahrheit“.']	non-fic	0.99843829870224
16	5643	860050	3.0/2007/05/31/Nachruf_auf_das_juedisch.xml	erzähler	Bis dem Erzähler gegen Ende seines mit geradezu kriminalistischer Akribie geschriebenen Berichts klar wird, »wie unmöglich es ist, andere Menschen wirklich zu kennen, in den Sinn ihres Handelns einzudringen«.	['Oder er erhält eine Audiokassette per Post, auf der die alte Tochter des einstigen Theaterautors und späteren Ehevermittlers ihre offensichtlich idealisierte Lebensgeschichte zum Besten gibt.', 'Zwischen diese spannend geschilderten, von Tangoreminiszenzen untermalten Szenen drängen sich schattengleich andere, behutsam angedeutete Bilder: die ungewöhnliche Karriere einer »Guerillera«, die Erinnerung an die Verfolgungen im Reiche des Zaren oder an die antisemitischen Ausschreitungen in Argentinien im Jahre 1919, das ferne Rumoren des Zweiten Weltkriegs.', 'Bis dem Erzähler gegen Ende seines mit geradezu kriminalistischer Akribie geschriebenen Berichts klar wird, »wie unmöglich es ist, andere Menschen wirklich zu kennen, in den Sinn ihres Handelns einzudringen«.', 'Robert Schopflocher Edgardo Cozarinsky: »Man nennt mich flatterhaft und was weiß ich...« Aus dem argentinischen Spanisch von Sabine Giersberg - Verlag Klaus Wagenbach, Berlin 2007 - 124 S., 16,50 Euro']	non-fic	0.9984444975852966
17	654	188747	3.0/1994/10/21/konte-geloescht.xml.xml	erzähler	Johnson war ein begabter und unglücklicher Mensch, der sich selber nicht gerne als Erzähler und Autobiograph verstand, sondern als Avantgardist.	['Johnson und Brinkmann sind große, dicke, ruppige Männer aus der Unterschicht, die einen naturwüchsigen Haß auf die da oben mit der Hoffnung, mittels ihres literarischen Werks dereinst zu eben jenen gehören zu dürfen, nicht in Einklang zu bringen vermochten und deren Tod sich als biographisch bedeutsamer, also literarischer Heldentod lesen läßt.', 'Im Text gerinnt diese aufreibende und unbefriedigende Lebenslage zu einer stilistischen Kraftmeierei, die zwar, Rezensentenformeln wie „Sprachzerleger“, „spleeniger Querkopf“, „literarische Revolution“ fast automatisch nach sich zieht, ja geradezu generiert, die aber die bleibende Qualität von Johnsons Prosa in den Hintergrund drängt.', 'Johnson war ein begabter und unglücklicher Mensch, der sich selber nicht gerne als Erzähler und Autobiograph verstand, sondern als Avantgardist.', 'So schrieb er jeden Roman nach einer anderen „Methode“, und in jedem zelebriert er den Willen, den bisherigen oder konventionellen Begriff des Romans zu überbieten, auf eine andere Weise.', '„Lebensabend“ etwa, genannt „geriatrische Komödie“, ist ein achtfacher innerer Monolog.']	non-fic	0.9984342455863953
18	2202	367444	3.0/1991/06/07/das-letzte.xml.xml	erzählers	Mithin: „So ist alles in eines überblendet“, was naturgemäß am Ende „zu einer neuen Justierung der Person des Erzählers führt“, das ist ja klar.	['Aber dann erging es uns seltsam: „Sich durch diese langen gewundenen Sätze hindurchlesend, meint man diese opake Dichte der Zeit oft buchstäblich vor Augen zu haben, weil einem auch alle Sicherheits-Orientierungen genommen sind, man wird hineingezogen in eine Welt tief unterhalb der Konventionalität unserer Lebensformen, in einen Bereich, wo unsere Welt gesellschaftlich nicht kontrolliert, überformt und auf Lösungen hin durchdacht ist, sondern noch durch Vulkanisches geprägt ist.“ Es ist schon so, daß wir diese opake Vulkanisierung buchstäblich vor den Augen fühlen, „wobei ein Bild immer ganz dicht aus dem anderen hervorquillt“.', 'Wir können es mit Händen greifen, und „da können auch das Verschmelzen der Toten, die im Massengrab aufeinander liegen, und das Liebespaar, das ebenfalls aufeinanderliegt, zu einem ähnlichen Bild werden“.', 'Mithin: „So ist alles in eines überblendet“, was naturgemäß am Ende „zu einer neuen Justierung der Person des Erzählers führt“, das ist ja klar.', 'Es ist eben nur so, daß „in der Zeit einer ungeheuren äußeren Beschleunigung unseres Lebens und zugleich einer schnell fortschreitenden Reduzierung von Komplexität“, daß wir da, diesen Linder-Text lesend, „spüren, wie sich unser Leben wieder verlangsamt“; unser Puls wird ruhiger, der Atem tiefer, die Lider sinken, das Herz wird leicht, der Kopf wird schwer.', 'Und unser kranker Nachbar auch.']	non-fic	0.9982389211654663
19	2407	372587	3.0/1991/09/27/ist-es-schoepfung-oder-i.xml	erzähler	In diesem seltsamen Gottesstaat, in dem sich die Religion mit der Aufklärung mühelos ins zivile Leben mogelte, hätte es auch Melville zu etwas bringen können, hätte unter dem wohlwollenden Schutz seiner Familie ein Longfellow werden können oder James Fenimore Cooper, ein richtigeramerikanischer Erzähler.	['Thomas Jefferson, der Autor der amerikanischen Unabhängigkeitserklärung, dritter Präsident des Landes, ein wahrhaft aufgeklärter Mann, hielt sich selbstverständlich seine Sklaven.', 'Im Süden war der Neger eine Arbeitseinheit wie jede andere; für ein Pferd waren schließlich auch keine Menschenrechte proklamiert worden.', 'In diesem seltsamen Gottesstaat, in dem sich die Religion mit der Aufklärung mühelos ins zivile Leben mogelte, hätte es auch Melville zu etwas bringen können, hätte unter dem wohlwollenden Schutz seiner Familie ein Longfellow werden können oder James Fenimore Cooper, ein richtigeramerikanischer Erzähler.', 'Dem Erwerbsstreben waren im frühkapitalistischen Amerika keine Grenzen gesetzt – warum sollte der Mann also nicht seine Bücher schreiben, solange sich damit Geld verdienen ließ?', 'Er aber zog den Mißerfolg vor, der kalvinistische Wettbewerb kümmerte ihn nicht, obwohl er dazu gepreßt werden sollte.']	non-fic	0.9984306693077087
20	207	13953	3.0/1965/12/10/die-verantwortung-beim-s.xml	erzählers	Wohlgemerkt: geschildert, also untergebracht in nahezu perfekten Geschichten mit Anfang, Mitte und Ende, also, nach Ansicht des Erzählers, erledigt.	['Die Figur, die Salinger darzustellen sich bemüht und die er nicht darzustellen vermag, ist die des älteren Bruders des Erzählers Buddy: beide Mitglieder jener aus den früheren Büchern bekannten Glass-Familie.', 'Der Selbstmord von Seymour Glass war schon im letzten Absatz der Geschichte „Ein herrlicher Tag für Bananen-Fisch“, sein Hochzeitstag in der einen Geschichte des vorliegenden Bandes geschildert worden.', 'Wohlgemerkt: geschildert, also untergebracht in nahezu perfekten Geschichten mit Anfang, Mitte und Ende, also, nach Ansicht des Erzählers, erledigt.', 'Das „Versagen der letzten elf Jahre“, das der Ich-Erzähler hier reflektiert, besteht darin, daß er glaubte, eine Figur ließe sich in einer Geschichte mit einem Ende darstellen.', '„Willst du Schriftsteller sein oder Hersteller guter Geschichten?“ heißt es einmal.']	fic	0.9996681213378906
21	7802	1161529	3.0/2005/08/04/Schnurstracks.xml.xml	erzähler	Gerade noch entkommt der Erzähler dem Untergang des großbürgerlichen Hauses und seiner selbstvergessenen Kunstliebhaber.	['Eine zweite Ratte rennt, dann folgen weitere.', 'Gefahr ist in Verzug, bereits öffnen sich Risse in den Mauern des venezianischen Palazzos, und bald schon reicht der Cembalistin das Wasser zum Knie - Zeit zu gehen.', 'Gerade noch entkommt der Erzähler dem Untergang des großbürgerlichen Hauses und seiner selbstvergessenen Kunstliebhaber.', 'Wolfgang Hildesheimer karikierte in seiner lieblosen Legende Das Ende einer Welt eine Gesellschaft, die Hochkultur als Fetisch praktiziert und damit zum Abgang verdammt ist.', '(Das war 1952, heute gibt es nicht einmal mehr das Sotun-als-ob, und die Kultur der Hauskonzerte ist so spurlos verschwunden, dass selbst die bittere Satire noch sentimental berührt.)']	fic	0.9996738433837891
