filename	year	token	sentence	context	label_fold1	confidence_fold1	label_fold2	confidence_fold2	label_fold3	confidence_fold3	label_fold4	confidence_fold4	label_fold5	confidence_fold5	label_fold6	confidence_fold6	label_fold7	confidence_fold7	label_fold8	confidence_fold8	label_fold9	confidence_fold9	label_fold10	confidence_fold10
197725.xml	1977	Erzähler	Denn so richtig es insgesamt ist , im Anschluß an die neuere Realismusforschung von der “ wirklichkeitskonstituierenden Funktion des Subjekts , ” nicht nur der epischen Erzähler , sondern auch der Gestalten der Novelle und , nicht zuletzt , des auf die Anweisungen der Struktur antwortenden impliziten Lesers ( W. Iser ) im Schimmelreiter zu sprechen : solche subjektive Sinnkonstitution wird eingebunden in das umgreifende Verhältnis des Subjekts zum offenbar nicht beliebig verfügbaren , nicht zureichend angeeigneten “ Objekt , ” der Natur .	Aber Storm hat ja Fragen des Glaubens und Aberglaubens in dieser Novelle aufs engste verwoben mit sozialen Antagonismen , die sich am ganz unmittelbar anschaulichen Kampf der Menschen gegen die ungebändigte Natur entzünden . Man hat im übrigen auch vergebens versucht , die provozierende Gegenläufigkeit der Rahmenstruktur aufzulösen und insbesondere den zweiten Erzähler , dem unerwartet der Schimmelreiter entgegenstürmt , als “ mißlungen ” bezeichnet ( Martini ) ; doch die Intention einer solchen Struktur ist es ja gerade , eine bis zum sinnlich Erfahrbaren “ wunderbar-mehrdeutige Wirklichkeit zu begründen , die man von einem umfassenderen inhaltlichen Horizont aus entschlüsseln müßte , ohne die Perspektivierung in ihrer geschichtlichen Bedeutsamkeit aufzuheben oder sie gar zu einer tendenziell ahistorischen Appellstruktur zu verflüchtigen . Natürlich konnte eine enthistorisierende Literaturwissenschaft auch ihre inhaltlichen Deutungen gerade an so komplexen Gebilden erproben , wie dem Schimmelreiter ; so möchte selbst Martini die strukturellen Antinomien in dem Schlußsatz seiner Interpretation festschreiben : “ Das Vernichtende , eine Macht aus dem Unfaßbaren , ist unaufhaltsam . ” Er setzt damit im Grunde die nicht mehr reflektierte Dämonologie eines Teils der älteren Storm-Forschung ( Stuckert , W. Kayser u. a. ) fort .	b	0.7798250913619995	b	0.9996682405471802	b	0.9996575117111206	b	0.9958450198173524	b	0.9995699524879456	b	0.9972495436668396	b	0.9991222023963928	b	0.999273121356964	c	0.5554134249687195	b	0.9992364645004272
197725.xml	1977	Erzähler	Den ersten Erzähler , er kommt nur einleitend zu Wort und steht dem Autor am nächsten , haben wir uns um 1887 vorzustellen .	Wenn Storms Novelle in diesem Sinne authentisches Kunstwerk ist , so wohl deshalb , weil es die Widersprüche im Prozeß von Natur und Zivilisation bis zu jener Grenze hin ausspricht , wo die realistische Novelle in die Spukgeschichte des Opfers umzuschlagen droht , und weil es auch seinen zu direkten soziologischen Erklärern den Widerstand entgegensetzt , der , wenn ich richtig sehe , seine geschichtsphilosophische Wahrheit ausmacht . Storms Novelle präsentiert auch die Vorzeit nicht unter dem Herrschaftsanspruch des Fortgeschrittenen . Er erinnert sich an die Vorgeschichte seiner Heimat , indem er sich an seine Kindheit erinnert . So rückt dieser knappe Einleitungsabschnitt die Novelle insgesamt in die Perspektive des Gedenkens .	b	0.5612026453018188	b	0.9996090531349182	b	0.9996644258499146	b	0.998306155204773	b	0.9995217323303224	b	0.9967032074928284	b	0.976852536201477	b	0.9992462396621704	b	0.9994763731956482	b	0.9924154281616212
197725.xml	1977	Erzählers	Die Bildungsintention richtet sich innerhalb des Rahmens an Karl , den von Anfang an parteilich gezeichneten Sympathisanten der Revolution , der , in den Worten des Erzählers , sich “ von der blendenden Schönheit ” hatte “ verführen lassen , die unter dem Namen Freiheit sich erst heimlich , dann öffentlich so viele Anbeter zu verschaffen wußte . ”	Goethes Transponierung der aktuellen Historie ins Moralisch Psychologische geschieht deshalb in den Unterhaltungen sehr bewußt . Die auf moralische Identität und Individualität angelegte Bildungsstruktur in den Rahmengesprächen und den Binnenerzählungen - das Vorbild Boccaccios ist bewußt aufgenommen , ohne daß der Terminus Novelle gebraucht würde - hat man längst erkannt . Karl vor allem - und mit ihm der Leser - soll jene Duldsamkeit , “ Entsagung , ” “ gesellige Bildung ” ( 136E ) lernen , zu denen das Verdikt der Baronin verpflichtet : “ Das Wort Herrschaft ist ihnen ein so angenehmes Wort ... ” Die trotzdem keineswegs einsinnige Struktur der Unterhaltungen kann jetzt nicht expliziert werden ; Karl jedenfalls widerspricht auch am Ende noch : “ ich wünschte ... , daß wir gar nicht nötig hätten , uns etwas zu versagen ... ”	b	0.8050960898399353	b	0.9996514320373536	b	0.9995505213737488	b	0.9986677169799804	b	0.9995611310005188	b	0.9973338842391968	b	0.999498963356018	b	0.999325394630432	b	0.9996057152748108	b	0.9994766116142272
197725.xml	1977	Erzähler	So hat Goethe in den Lehrjahren die Mignon-Harfner-Vorgeschichte in eine durch zwei Erzähler distanzierte novellistische Einlage gebannt ( VIII , 9 ) .	Der Standpunkt der Prosa , der Banalität des “ gemeinen Lebens , ” wird bei Goethe - und auch später - immer wieder mit Bildern aus dem Bereich des Religiösen , des Biblischen , des Christlichen wunderbar in den Horizont gebrochener Versöhnung gerückt . Da beweist die Novellenform ihre Affinität zum Thema der Entsagung gerade in der punktuellen Zuspitzung der Konflikte , auch dort , wo versöhnende Entsagung kaum mehr gelingen kann . Der Inzest zwischen Geschwistern , rationale Schein-Emanzipation ( “ Der ungebundene freie Verstand ” ) von sozialen Normen und tief im Gefühl verwurzelte religiöse Bindungen , unerlöste Natur und unerlöste Gesellschaft münden in jene verspätete Entsagung und Selbstheiligung Speratas , der Mutter , deren scheinbar versöhnter Tod zugleich Opfer und religiöser Wahn bleibt . Erst im verklärenden Tode Mignons , des Geschwi-ster-Kindes selbst , scheint der Konflikt geheilt .	b	0.600212037563324	b	0.999171018600464	b	0.9995427131652832	b	0.9971421360969543	b	0.999498724937439	b	0.9904786348342896	b	0.9830940961837769	b	0.9908124804496764	b	0.9980248212814332	b	0.9986022114753724
196022.xml	1960	Erzähler	Darum erscheint am Ende fast jeder Eichendorffschen Geschichte ein Erzähler , der » noch einmal « , aus der Sicht von oben , die einzelnen Punkte der Vergangenheit heraufholt und durch diese Heraufholung ihnen erst ihren Platz anweist in dem Kontinuum der Geschichte und des Geschehens .	Es sind im eigentlichen Sinne Detektiv-Novellen , in denen das Ereignis , wenn es das erste Mal geschieht , dunkel und unaufgelöst ( sollen wir sagen : un-erlöst ? ) bleibt , um erst in seiner Rekapitulation , seiner Wiederkehr , seinen echten und rechten Sinn zu finden . Vom Kommenden , vom zweiten und letzten Kommen her , verbreitet sich der Glanz über alles » Durchlebte und Vergangene « , jedes momentane Geschehen zielt über sich hinaus auf Zukünftiges , und erst wenn der letzte Vorhang fällt , sind alle Vorhänge , die die verflossenen Bilder abschirmten , hochgezogen . Das Jetzt jeder Eichendorffschen Szene hängt in der Schwebe zwischen Erfüllung und Erwartung , diese Suspension macht die Spannung seiner Erzählungen aus , Spannung hier verstanden nicht nur in ihrem abgeblaßten , landläufigen Sinn , wie wir ihn in der Rede von einer » spannenden Geschichte « gebrauchen , sondern in seinem ganz eigentlichen , im Sinne von Gespanntheit zwischen zwei Polen , dem Pol des Hier-Seins und dem jenes anderen , Kommenden , auf den jedes Hier-Sein intendiert und in dem es seine Er-lösung findet . Die Novelle von der 'Meerfahrt * erwies sich zur Erschließung und Abhandlung unserer Fragestellung so geeignet , weil sie das , was durchgängig Eichendorffs Erzählstruktur bestimmt , zum Thema der Geschichte selber macht : Entdeckungsreise , zweite Fahrt , in der die erste sich wiederholt und erfüllt , Hereinholung des Vergangenen und Verlorenen in das Kontinuum des Geschehens , Versammlung alles über die Zeiten und Weltteile Versprengten in einen hohen Moment , in dem das Gestrige wieder da , das Morgige schon da ist .	b	0.5305836200714111	b	0.9996662139892578	b	0.9992965459823608	b	0.9983260035514832	b	0.9994446635246276	b	0.9967203736305236	b	0.9994438290596008	b	0.9992954730987548	b	0.9995872378349304	b	0.999414086341858
198133.xml	1981	Erzähler	Betteredge , der Erzähler von “ The First Period , ” vergleicht nämlich das Gesichtsprofil des Detektivs mit einem scharfen Beil ; er bezeichnet die Haut als gelblich und ausgetrocknet wie ein Herbstblatt , die Augen als stahlgrau ; die Finger des eher den Eindruck eines Pfarrers oder Leichenbestatters machenden Londoners ähnelten , so meint er , den Klauen eines Raubvogels .	Als die örtliche Polizei nicht weiter weiß , beauftragt der Londoner Polizeikommissar den berühmten Detektiv Cuff mit den Ermittlungen . Allerdings weckt bereits dessen erstes Auftreten Zweifel daran , ob er wirklich die geeignete Alternative zu Superintendent Seegrave ist . 43 Obwohl Betteredges Sichtweise , wie die der übrigen Personen dieses multiperspektivischen Romans , beschränkt ist44 und sich seine Einstellung gegenüber dem Rosen züchtenden Polizeibeamten mehrfach wandelt , stehen die durch seine Beschreibung evozierten Assoziationen des Harten , Aggressiven und Tödlichen im Gesamtkontext des Romans deutlich im Gegensatz zu Franklin Blakes Charakterisierung des Wahrheitsfinders Ezra Jennings . 45 Wenn Cuff innerhalb kürzester Zeit zu der Überzeugung gelangt , Rachel Verinder habe den Verlust des Diamanten aus finanziellen Gründen bloß vorgetäuscht und Rosanna Spearman sei ihre Komplizin , dann zeigt sich die Richtigkeit von Betteredges erstem Eindruck .	c	0.67717444896698	d	0.778450608253479	d	0.9785914421081544	d	0.9951211810112	b	0.9602832198143004	d	0.99903404712677	d	0.9993159770965576	c	0.9981685876846312	c	0.9897414445877076	d	0.9947104454040528
198133.xml	1981	Erzählerin	II und III “ Tales and Sketches , ” III , 747. Vgl Vf , “ Englische Juristen entdecken die Detektivgeschichten E. A Poes , ” arcadia , 16 ( 1981 ) , 49 - 55. Das englische Rechtssystem sieht zu diesem Zeitpunkt , im Unterschied zum schottischen , keinen Staatsanwalt vor Zur Diskussion um die sich aus dieser Situation ergebenden Folgen für den Klager vgl “ The Police System of London , ” Edinburgh Review , 195 ( Juli 1852 ) , 1 - 33 , hier S. 29 , Herbert Graham , “ Public and Private Prosecutors , ” Fortnightly Review , 1 ( August 1865 ) , 675 - 84 , W Chambers , “ How Crime is Investigated in Scotland , ” ebd , 2 ( September 1865 ) , 79 - 81 , Samuel Smiles , “ The Police oi Londons * Quarter ly Review , 129 ( Juli 1870 ) , 87 - 129 , hier S 11 o , J. J. Tobias , Crime and Industrial Society in the Nmeteenth Century ( 1972 ) , S. 264. Vgl Andrew Forrester , Jr , The Revelations of a Private Detective ( 1863 ) , S 289 “ I may as well say , at once , that this Statement never could have been made had I not been , as I remain , an admirer of Edgar Allan Poe ” Vgl. auch The Female Detective , S 294 , wo die Erzählerin von dem “ great enigma-novelist , Edgar Poe ” spricht ( “ emgma novel ” ist synonym mit “ Sensation novel , ” vgl. eine Rezension mit dem entsprechenden Titel in The Spectator , 28. Dezember 1861 , S 1428 ) Zur frühen Poe-Rezeption in England vgl. Vf . ( oben Anm In Forresters Erzählungen finden sich zwar keine direkten Hinweise auf The Woman in White .	"Wilkie Collins , The Woman in White , ed . Julian Symons ( 1974 ) , S 463. Collected Works of Edgar Allan Poe , ed Thomas Ollive Mabbott ( 1978 ) , Vol . Allerdings bezieht er sich anderswo indirekt auf eine frühere Erzählung von Collins ; vgl. Vf . , "" Drei versteckte Briefe : Die produktive Rezeption von E. A. Poes ‘ The Purloined Letter’ in der englischen Detektivliteratur vor 1865 , "" Arbeiten aus der Anglistik und Amerikanistik , 5 ( 1980 ) , 241 - 53. Zur Popularität von The Woman in White vgl. Kathleen Tillotson , “ The Lighter Reading of the Eighteen Sixties , "" in W. C. , The Woman in White , ed . Anthea Todd ( 1969 ) , S. ix fl ."	b	0.6886177659034729	b	0.9995964169502258	b	0.999585211277008	b	0.9981107711791992	b	0.9994307160377502	b	0.9967701435089112	b	0.999303936958313	b	0.9991052746772766	b	0.9996440410614014	b	0.9993419051170348
198006.xml	1980	Erzähler	9 Droysen geht mit dieser Ansicht über Schiller hinaus , der anzunehmen schien , daß die Geschichte neu zu schaffen sei , greife der Erzähler nur entschieden genug auf die “ ersten Quellen ” zurück .	8 Entscheidendes Abgrenzungsmerkmal zwischen künstlerischer und wissenschaftlicher Historie sei die strenge , methodisch geregelte und zum Gebot erhobene Prüfung der Quellen . Diese damals weithin akzeptierte , von Droysen in Erinnerung gerufene Forderung beruht auf der Einsicht , daß das Vergangene eben nicht “ objektiv ” zugänglich ist , sondern vermittelt durch Dokumente , die ihrerseits “ ein erstes historisches Bild dessen , was soeben geschehen ist , ” liefern . Das “ Bild , ” das Droysen in den häufig synchron mit dem Geschehen entstandenen Dokumenten ( “ Geschäftsakten ” ) wahrnimmt , ist für ihn ein bereits durch die Individualität des jeweiligen Verfassers perspektivisch gebrochenes . Ihm kann der nachgeborene Historiker , der das vergangene “ Nebeneinander der Gegenwart ” in der temporalen Dimension des “ Nacheinander ” von Ereignissen und Wirkungen erzählt , nur dann ein “ Gegenbild ” gegenüberstellen , nimmt er einen dezidierten und theoretisch legitimierten Standpunkt ein .	b	0.6424962282180786	b	0.9996134638786316	b	0.9995691180229188	b	0.9982408285140992	b	0.9993799924850464	b	0.9531877636909484	b	0.9993903636932372	b	0.9986693859100342	b	0.997230589389801	b	0.9988270401954652
198006.xml	1980	Erzähler	14 Mit diesem Aper $ u deutet Ranke nur an , wo die Schwierigkeiten für den Erzähler liegen , soll die intendierte Versöhnung gelingen .	Ihrer “ Zeit ” und einer “ moralischen Weltordnung ” angehörend , sind die historischen “ Persönlichkeiten ” auch nach Ranke Treibende und Getriebene . 13 Ihre “ Biographie ” ist zugleich “ Geschichte . ” Denn “ Biographie ” und “ Geschichte ” sind nicht zuletzt jene Darstellungsformen , in denen forschende Erkenntnis und theoretische Konzepte eine innige Verbindung mit dem zu ordnenden und zu deutenden Material eingehen müssen , um Individuelles und Allgemeines zu der einen Geschichte konstruieren zu können . II Droysens Alexander ist 1833 erschienen und bildet in der Fassung von 1877/78 den ersten Teil seiner Geschichte des Hellenismus .15 Die Geschichte Alexanders des Großen ist Droysens historiographisches Erstlingswerk und steht inhaltlich und formal seiner Beschäftigung mit der Dichtung der griechischen Klassik nahe .	b	0.829683780670166	b	0.9997010231018066	b	0.9996635913848876	b	0.9984867572784424	b	0.99951171875	b	0.9973716735839844	b	0.999477207660675	b	0.9991784691810608	b	0.999696969985962	b	0.999439299106598
198006.xml	1980	Erzähler	Auf diese Weise imputiert der Historiker dem individuellen Handeln eine allgemeine Absicht , die im Indifferenzpunkt der rückblickenden Deutung und damit als Resultat des Wissens über das , was danach kam , entstand ; eine Absicht , die , solange sie zwischen Handlungsalternativen als zwischen Mitteln wählt , auf Zwecke verweist , die der Erzähler aus seiner bestimmten “ Art der Betrachtung ” ableitet .	Für ihn sind daher die partikularen Zwecke des Eroberers bloß die Mittel zu einem Zweck , der als ein der Epoche übergeordneter sich in Einzelzügen artikuliert , ohne in diese eingelassen zu sein . Hinter dem intentionalen Subjekt steht ein umfassenderes , dessen ‘ Aktionsprogramm’ der Eroberer , der als Person ins Handeln verstrickt bleibt , nicht zu durchschauen vermag . Von einer solchen deutenden Vororientierung spricht Droysens Erzählung an mehreren Stellen . Er macht somit gleichsam öffentlich , was an Geschichtsbildern in der Bedeutung sinnhafter Einheiten vom Historiker geschaffen , nicht aber in der Geschichte selbst - wie im Herzen der Allegorie -enthalten ist .	b	0.6874988675117493	b	0.999021291732788	b	0.9995960593223572	b	0.9982115030288696	b	0.9978734254837036	b	0.9953925609588624	b	0.9991798996925354	b	0.998954176902771	b	0.993518054485321	b	0.9469688534736632
198006.xml	1980	Erzähler	Noch im gleichen Tempus folgt die Erzählung des Thronfolgestreits ; die Argumente der Parteien vorwiegend in oratio obliqua\ erst mit dem Bericht über die Stimmung im “ Volk ” wechselt der Erzähler wieder ins undramatische Präteritum zurück , um am Ende pointenhaft durch Aufzählung einiger die Krise steuernder Maßnahmen Alexanders dessen königliche Berufung unter Beweis zu stellen .	Da stürzt Pausanias auf ihn zu , durchstößt seine Brust , und während der König niedersinkt , eilt er zu den Pferden , die ihm am Tore bereit stehen . Die knappen Kola setzen die Handlung gleichsam in Szene ; das Präsens macht den Leser zum Augenzeugen . Die Frage der historischen Kompetenz kann hier nur gestreift werden . Wenn Droysen sie auf das Verständnis des einzelnen im Kontext der “ großen Entwicklungen ” beschränkt , so bezieht er sich damit auf ihre besondere hermeneutische Kraft .	d	0.4824182987213135	c	0.9963327646255492	b	0.9993150234222412	b	0.9916698932647704	b	0.9988645315170288	b	0.985789716243744	b	0.9994217157363892	b	0.9992795586586	b	0.9728527665138244	b	0.98807293176651
198006.xml	1980	Erzähler	Er als Erzähler garantiert die Einheitsperspektive der historischen Vernunft , die er als Vertreter eines bestimmten , in Begriffen der Theorie zu beschreibenden Geschichtsmodells beansprucht .	69 Die Geschichte Wallensteins aus solchen Archiven zu rekonstruieren , bedeutet : die Person aus jenen multiperspektivischen Ansichten zu destillieren , die aus der Feder sächsischer und spanischer Fürsten und Diplomaten stammen . Dieses Material bezieht sich naturgemäß auf die politische und militärische Rolle , die Wallenstein spielte , so daß Rankes Behauptung , er schreibe eine Biographie , die zugleich Geschichte ist , wie eine petitio principii wirkt . Denn er arrangiert das Berichtsmaterial nicht nach den technischen Regeln einer dokumentarischen Methode , sondern erzählt sie neu nach Maßgabe jenes Modells , dessen zentraler Bestandteil eine Konzeption folgerichtigen , d. h. an Ideen als Erfolgsbildern ausgerich- teten intentionalen Handelns ist . Da zum Modell die antagonistische Struktur der eine semantische Einheit bildenden Interaktionen gehört , wählt er das Material nach den Positionen aus , die sich sowohl pro ( Sachsen ) als auch contra ( Spanien ) Wallenstein äußerten .	b	0.7605839371681213	b	0.9995018243789672	b	0.9994245767593384	b	0.9985962510108948	b	0.9991089701652528	b	0.6023427844047546	b	0.99947851896286	b	0.9986724853515624	b	0.999347984790802	b	0.9993002414703368
198006.xml	1980	Erzählers	So sehr Rankes Objektivitätspostulat ihn veranlaßt , die Quellen selbst “ sprechen ” zu lassen , so entschieden hält er an der Deutungsperspektive des einen wissenden Interpreten und Erzählers fest .	Ranke erzählt jene Züge aus dem Bericht Schwarzenbergs , die den Friedländer als unberechenbar kennzeichnen . Unter Aussparung jeder expliziten Bewertung deutet er damit jene Unzuverlässigkeit Wallensteins an , die in der späteren illoyalen Haltung gegenüber Wien eine gravierende Rolle spielen wird . Gibt Droysen virtuos nacherzählend seinem Material die Form , die eine ‘ neue Geschichte’ vor dem Auge des Lesers ausbreitet , so konstruiert Ranke so etwas wie einen Gesprächszusammenhang zwischen den Dokumenten , in dem der Autor Regie führt . Sowohl die Rolle des Nacherzählers wie die des Regisseurs sind dem Gesetz verpflichtet , die richtige Balance zwischen realistischer und formgebender Tendenz zu halten , ein Gesetz , in dem Siegfried Kracauer das ästhetische Grundprinzip der Geschichtsschreibung erkannte .	c	0.7628162503242493	b	0.8883523344993591	b	0.9993116855621338	b	0.950094997882843	c	0.9936712980270386	b	0.8410143256187439	c	0.8659545183181763	c	0.998977541923523	b	0.9927945733070374	b	0.9859164357185364
198006.xml	1980	Erzählers	103 Sieht man in den formgebenden Akten des Erzählers jene kohärenzstiftenden Operationen , die ein “ Bild ” der Geschichte in der Vorstellung des Lesers hervorrufen , so drängt sich die Suche nach dem fundierenden Grund der Perspek-tivierung auf .	Gibt Droysen virtuos nacherzählend seinem Material die Form , die eine ‘ neue Geschichte’ vor dem Auge des Lesers ausbreitet , so konstruiert Ranke so etwas wie einen Gesprächszusammenhang zwischen den Dokumenten , in dem der Autor Regie führt . Sowohl die Rolle des Nacherzählers wie die des Regisseurs sind dem Gesetz verpflichtet , die richtige Balance zwischen realistischer und formgebender Tendenz zu halten , ein Gesetz , in dem Siegfried Kracauer das ästhetische Grundprinzip der Geschichtsschreibung erkannte . Während die Arbeit des Regisseurs sich vor allem auf das interpretierende Arrangieren eines gegebenen , möglichst nicht anzutastenden Sprachmaterials bezieht , erweitert Ranke diese Arbeit in signifikanter Weise . Zwar arrangiert auch er die Rollen der Hauptakteure in Spiel und Gegenspiel , aber er signalisiert dem Leser nicht durch Bruch oder Schnitt , wo eine Interpretationsstelle liegt , sondern füllt diese selber durch Fragen und Hypothesen aus .	c	0.7884312868118286	b	0.9834332466125488	b	0.9989885687828064	b	0.8452582359313965	c	0.9993759989738464	c	0.9979986548423768	b	0.9986801743507384	c	0.995728075504303	c	0.9959277510643004	c	0.6358182430267334
198006.xml	1980	Erzähler	Denn als Regisseur ist er auch hinter der indirekten Rede präsent , mag er sich als zuverlässiger Erzähler auch noch so häufig auf das beglaubigte und beglaubigende Zeugnis anderer Berichterstatter berufen .	Die Lücken im Quellenmaterial werden auf diese Weise durch die bestimmten Ansichten und Konjekturen des Autors geschlossen . Tritt der Autor in expliziter Weise als Vermittler hervor , so hat er die heterogenen und kontingenten Züge in seinem Material als darstellendes Subjekt immer schon geglättet . Ranke hat auch dafür eine Balancetechnik gefunden . Der außerordentlich häufige Gebrauch des indefiniten Personalpronomens “ man ” hat darin seinen Grund .	c	0.8117395043373108	c	0.9938924312591552	b	0.9994630217552184	c	0.990661084651947	c	0.9985874891281128	c	0.9993001222610474	c	0.9930184483528136	c	0.8555172085762024	c	0.982955515384674	c	0.999086856842041
198006.xml	1980	Erzähler	“ Man ” faßt an anderer Stelle früher genannte Personen zusammen , es bezieht sich auf historische Subjekte , aber auch auf andere Erzähler und urteilende Historiker , deren Namen verschwiegen werden .	Nicht die Erzählung steht am Anfang , sondern die Aufgabe - etwas auf den Begriff bringen - und ihr adäquates Hilfsmittel , das bestimmte Dokument . Das indefinite Pronomen insinuiert ein allgemeines Interesse an der Aufgabe und ihrer Lösung . “ Man hat angenommen , ” heißt es dann , oder : “ man erzählt , ” “ soviel man weiß , ” auch “ man sieht ” usw. Die letztere Verwendungsart ist wieder resultativ , wie der Doppelpunkt , der , fast auf jeder Seite vorkommend , dazu da ist , zwischen Ausgangs- und Endsituation zu vermitteln , ohne daß langatmig erzählt werden müßte , wie es zu dem Ergebnis , der Situation kam , die der Satz nach dem Doppelpunkt beschreibt .	c	0.5798323750495911	c	0.9987722039222716	c	0.592602550983429	b	0.957747995853424	c	0.9872261881828308	c	0.988189935684204	c	0.5356270670890808	c	0.951005756855011	b	0.9929747581481934	c	0.9985632300376892
200513.xml	2005	Erzähler	Inzwischen , und ohne daß der Erzähler ein Wort über den inneren Vorgang verliert , hat sich aber sein Interesse auf ein anderes Objekt verschoben , das mit der ursprünglichen Vision eine weit engere Verbindung hat .	Die Rechtssache verläuft ohne sein aktives Mitwirken . Er nimmt zur Kenntnis , daß ihm „ in seiner Sache gegen den Junker Wenzel von Tronka , völlige Genugtuung widerfahren werde “ ( 132 ) , und sieht vor seiner Hinrichtung noch die „ beiden , von Wohlsein glänzenden , die Erde mit ihren Hufen stampfenden Rappen “ ( 140 ) . Obwohl Kohlhaas „ um mancherlei Gründe willen “ ( 123 ) entschlossen ist , sich mit dem Inhalt des geheimnisvollen Zettels nicht bekannt zu machen ( denn er hat bereits ein „ unmittelbares Wissen “ davon ) , weiß er , daß er mit seiner Weigerung , den Zettel abzugeben , dem sächsischen Kurfürsten und seinen Nachkommen schaden kann ( 123,135 ) . Aus dem gekränkten verständigen Privatmann ist ein anderer Mensch hervorgetreten , der über das Wissen um die Zukunft eines Staates verfügt .	b	0.6203609704971313	b	0.9662116765975952	b	0.9993492960929872	b	0.9880654215812684	b	0.9992291927337646	d	0.9832412004470824	b	0.9994105100631714	b	0.998818576335907	b	0.9994433522224426	b	0.999036431312561
200513.xml	2005	Erzähler	Während der Erzähler umständlich die Verwicklungen in der Rechtssache darstellt , nimmt unter der juristischen Oberfläche ein ganz anderer Prozeß seinen Lauf .	Oder , um Schubert zu zitieren : „ Wir sahen aus vielen Thatsachen , welche eine der letzten Vorlesungen aufstellte , wie jedes Wesen , während es sich noch in der Bestimmung des gegenwärtigen Daseyns vollendet , schon den Keim eines künftigen in sich trägt , welcher in den höchsten Momenten des jetzigen erwachend , sich zuweilen auf kurze Augenblicke sichtbar macht “ ( 380 - 381 ) . Besonders im letzten Drittel der Novelle wird deutlich , daß die Handlung der Novelle auf zwei Ebenen spielt . Die Interpreten nehmen oft den einleitenden Kommentar des Erzählers zum Ausgangspunkt ihrer Auslegungen : „ [ ... ] die Welt würde sein Andenken haben segnen müssen , wenn er in einer Tugend nicht ausgeschweift hätte . Das Rechtgefühl aber machte ihn zum Räuber und Mörder . “	b	0.5394233465194702	b	0.999427616596222	b	0.9996544122695924	b	0.9982351064682008	b	0.9995189905166626	b	0.9969306588172911	b	0.9978060126304626	b	0.9992032647132874	b	0.9995126724243164	b	0.9990817308425904
200513.xml	2005	Erzählers	Die Interpreten nehmen oft den einleitenden Kommentar des Erzählers zum Ausgangspunkt ihrer Auslegungen : „ [ ... ] die Welt würde sein Andenken haben segnen müssen , wenn er in einer Tugend nicht ausgeschweift hätte .	Besonders im letzten Drittel der Novelle wird deutlich , daß die Handlung der Novelle auf zwei Ebenen spielt . Während der Erzähler umständlich die Verwicklungen in der Rechtssache darstellt , nimmt unter der juristischen Oberfläche ein ganz anderer Prozeß seinen Lauf . Das Rechtgefühl aber machte ihn zum Räuber und Mörder . “ Dabei ist zu bedenken , „ daß die Meinungen und Wertungen des Erzählers inkonsistent sind “ , daß der Leser „ durch die Fiktion eines orientierungslosen Erzählers “ provoziert wird .	c	0.8306053280830383	c	0.9895628094673156	b	0.999416708946228	b	0.997710943222046	b	0.8562050461769104	b	0.99664044380188	c	0.8562054634094238	b	0.994232714176178	b	0.9157077074050904	b	0.9734217524528505
200513.xml	2005	Erzählers	Dabei ist zu bedenken , „ daß die Meinungen und Wertungen des Erzählers inkonsistent sind “ , daß der Leser „ durch die Fiktion eines orientierungslosen Erzählers “ provoziert wird .	Die Interpreten nehmen oft den einleitenden Kommentar des Erzählers zum Ausgangspunkt ihrer Auslegungen : „ [ ... ] die Welt würde sein Andenken haben segnen müssen , wenn er in einer Tugend nicht ausgeschweift hätte . Das Rechtgefühl aber machte ihn zum Räuber und Mörder . “ 105 Dieser Vorbehalt sollte konsequenterweise auch für die einleitende Wertung des Erzählers gelten . Sogar in Jochen Schmidts sonst hervorragender Interpretation findet man den Satz : „ Allerdings gestaltet Kleist eine gerade aus der Stärke des Rechtsgefühls kommende Radikalisierung , die zerstörerisch und selbstzerstörerisch wirkt “ ( 213 ) .	c	0.7260079383850098	b	0.998897910118103	b	0.9996371269226074	b	0.9965829253196716	b	0.8912707567214966	b	0.9292377233505248	b	0.9980231523513794	b	0.9183637499809264	b	0.8605337738990784	b	0.9914882183074952
200513.xml	2005	Erzählers	Dabei ist zu bedenken , „ daß die Meinungen und Wertungen des Erzählers inkonsistent sind “ , daß der Leser „ durch die Fiktion eines orientierungslosen Erzählers “ provoziert wird .	Die Interpreten nehmen oft den einleitenden Kommentar des Erzählers zum Ausgangspunkt ihrer Auslegungen : „ [ ... ] die Welt würde sein Andenken haben segnen müssen , wenn er in einer Tugend nicht ausgeschweift hätte . Das Rechtgefühl aber machte ihn zum Räuber und Mörder . “ 105 Dieser Vorbehalt sollte konsequenterweise auch für die einleitende Wertung des Erzählers gelten . Sogar in Jochen Schmidts sonst hervorragender Interpretation findet man den Satz : „ Allerdings gestaltet Kleist eine gerade aus der Stärke des Rechtsgefühls kommende Radikalisierung , die zerstörerisch und selbstzerstörerisch wirkt “ ( 213 ) .	c	0.7260079383850098	b	0.998897910118103	b	0.9996371269226074	b	0.9965829253196716	b	0.8912707567214966	b	0.9292377233505248	b	0.9980231523513794	b	0.9183637499809264	b	0.8605337738990784	b	0.9914882183074952
