Unnamed: 0.1	Unnamed: 0	idx	path	token	sentence	context	label_fold1	confidence_fold1	label_fold2	confidence_fold2	label_fold3	confidence_fold3	label_fold4	confidence_fold4	label_fold5	confidence_fold5	label_fold6	confidence_fold6	label_fold7	confidence_fold7	label_fold8	confidence_fold8	label_fold9	confidence_fold9	label_fold10	confidence_fold10	majority_label_1	majority_count_1	label_distribution_counts_1	majority_label_2	majority_count_2	label_distribution_counts_2	majority_label_3	majority_count_3	label_distribution_counts_3	majority_label_4	majority_count_4	label_distribution_counts_4	majority_label_5	majority_count_5	label_distribution_counts_5	majority_label_6	majority_count_6	label_distribution_counts_6	majority_label_7	majority_count_7	label_distribution_counts_7	majority_label_8	majority_count_8	label_distribution_counts_8	majority_label_9	majority_count_9	label_distribution_counts_9	majority_label_10	majority_count_10	label_distribution_counts_10
810	5904	872484	3.0/1957/08/08/dem-fluechtigen-leben-da.xml	erzähler	Diese Forderung nach lebendiger Völkerkunde erfüllt das große Sammelwerk Fast ein Dutzend Bücher wären aufzuzählen, in denen der Völkerkundler Bernatzik den Ästheten Bernatzik, der Ästhet wiederum den hochbegabten Erzähler zweckdienlich ergänzt und uns die Welt als wahr und erlebt empfinden läßt, die er wachen Geistes beobachtete, erprobte, ordnete, erklärte und durch und durch verständlich machte.	['Ich spreche nicht von der eklektischen Völkerkunde: auch nicht von jener esoterischen Völkerkunde, wie sie zu Goethes Zeiten von dem MythenforscherFriedrich Creutzer begründet wurde; auch nicht von der intuitiven Völkerkunde, wie sie in unsern Tagen von Ernst Fuhrmann mit ebenso großartigen wie zweifelhaften Ergebnissen gehandhabt wurde.', 'Die für uns heute brauchbare Völkerkunde sollte alle Möglichkeiten, die je erarbeitet wurden, in sich begreifen, also weder auf Creutzers kühne Ahnungen, noch auf Fuhrmanns phantastische Rechenexempel verzichten, aber doch einzig und allein in der realistischen Forschung des großenHumboldt ihr Vorbild erblicken.', 'Diese Forderung nach lebendiger Völkerkunde erfüllt das große Sammelwerk Fast ein Dutzend Bücher wären aufzuzählen, in denen der Völkerkundler Bernatzik den Ästheten Bernatzik, der Ästhet wiederum den hochbegabten Erzähler zweckdienlich ergänzt und uns die Welt als wahr und erlebt empfinden läßt, die er wachen Geistes beobachtete, erprobte, ordnete, erklärte und durch und durch verständlich machte.', 'Dies ist nicht nur lebendige Völkerkunde im Gegensatz zur eklektischen oder spekulativen, sondernerlebte Völkerkunde; und schon lange wünschte man sich, was nun geschehen ist: nämlich eine wissenschaftliche Völkerkunde, die aus der Arbeitsweise gerade dieses Forschers resultiere.', 'In einer Welt, die sich von Stunde zu Stunde entwandelt und das Vorgestrige über dem Gestrigen, das Gestrige über dem Heutigen vergessen macht, ist jedes ethnische Photo, jede ethnische Notiz von der hohen Bedeutung eines ethnische oder eines Wissenskapitals, auf das morgen zurückgegriffen werden kann.']	b	0.9995622	b	0.99971336	b	0.99962914	b	0.83287483	b	0.9995289	b	0.9986486	b	0.9994312	b	0.9969217	b	0.99966395	b	0.99936146	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
811	6522	896450	3.0/1977/01/14/wie-immer-regiert-wurde..xml	erzähler	Geboren 1847 als Sproß eines der ältesten ostpreußischen Adelsgeschlechter; von einem knauserigen Offiziersvater spartanisch erzogen, einer empfindsamen Mutter in Liebe zugetan; Leutnant im berühmten Regiment der Gardedukorps; erst juristische, dann diplomatische Laufbahn, doch im Grunde eine Künstlernatur: Balladendichter, Liederkomponist, Erzähler und Dramatiker; gesellschaftlich herausgehoben durch die reiche Erbschaft seiner Mutter, aber auch durch die Verwandtschaft zu preußischen Ministern und Höflingen und seine Freundschaft zu Bismarck Vater und Sohn; unter seinen vielen intimen (und bedeutenden) Freunden aus der Militär- und Studienzeit sicherlich der vielseitigste und genialste.	['Letztlich macht es keinen Unterschied, was die entscheidungsmächtigen Figuren, die „Macher“ in den Kanzleien und Fraktionsvorständen und Parteizirkeln, aneinander bindet: ob Zugehörigkeit zu einer Burschenschaft, einem revolutionären Zirkel, einem Regiment; ob gemeinsame Erlebnisse im Felde, im Gefängnis oder auf Treibjagden und Nordlandfahrten; ob verwandtschaftliche oder freundschaftliche Beziehungen, welch letztere auch homoerotischen Charakters sein können – wie im Falle Eulenburgs und Wilhelm II.', 'Wer war dieser Fürst Eulenburg?', 'Geboren 1847 als Sproß eines der ältesten ostpreußischen Adelsgeschlechter; von einem knauserigen Offiziersvater spartanisch erzogen, einer empfindsamen Mutter in Liebe zugetan; Leutnant im berühmten Regiment der Gardedukorps; erst juristische, dann diplomatische Laufbahn, doch im Grunde eine Künstlernatur: Balladendichter, Liederkomponist, Erzähler und Dramatiker; gesellschaftlich herausgehoben durch die reiche Erbschaft seiner Mutter, aber auch durch die Verwandtschaft zu preußischen Ministern und Höflingen und seine Freundschaft zu Bismarck Vater und Sohn; unter seinen vielen intimen (und bedeutenden) Freunden aus der Militär- und Studienzeit sicherlich der vielseitigste und genialste.', 'Philipp zu Eulenburg war ein unpolitischer Mensch, wie des alten Bismarcks scharfer Blick sogleich erkannte: „Er ist liebenswürdig, aber auf politischem Gebiet ohne Augenmaß für das, was wichtig oder unwichtig ist; er läßt sich durch nörgelnde Klatschereien einen Eindruck machen, trägt den weiter und verstimmt damit ohne Not“.', 'Den Gesandtenposten, zu dem ihm der junge Kaiser verhalf, hat er nurerstrebt, um seine große Familie anständig durchzubringen und seine großen gesellschaftlichen Verpflichtungen einhalten zu können.']	b	0.99959236	b	0.9996649	b	0.9996555	b	0.80132514	b	0.9994067	b	0.9986828	b	0.999348	b	0.9934517	b	0.999343	b	0.99863297	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
812	1331	318215	3.0/2006/09/07/Mit_Tod_und_Teufel_auf_D.xml	erzähler	Es hat einige Forscherleben gebraucht, ehe man hinter der Maske von Anagrammen, German Schleifheim von Sulsfort, Samuel Greifnson Hirschfeld oder Melchior von Fuchsheim, den wahren Erzähler erkannte.	['Bei ihm ist alles möglich.', 'Er verkleidet sich, wo er kann.', 'Es hat einige Forscherleben gebraucht, ehe man hinter der Maske von Anagrammen, German Schleifheim von Sulsfort, Samuel Greifnson Hirschfeld oder Melchior von Fuchsheim, den wahren Erzähler erkannte.', 'Wollte er seinen Namen verschleiern?', 'Er wollte ihn, spielerisch, in der Perücken-, Halskrausen- und Mantel-Schleppen-Seligkeit des barocken Spiegel- und Verwirrzeitalters wohl eher offenbaren wofür wir im Telefonbuch-Zeitalter kein Verständnis mehr haben.']	b	0.9994542	b	0.99940896	b	0.99938715	b	0.634927	b	0.99932647	b	0.99832743	b	0.9983393	b	0.994966	b	0.99946505	b	0.9992524	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
813	2721	386822	3.0/2002/06/27/Die_Welt_unter_dem_Netz..xml	erzähler	Flora, der unter den Zeichnern einer der größten Erzähler ist, ein Mann vom Schlag Kubins und Steinbergs, hat die Gesetze der Tiefe mittels der Schraffur erforscht.	"['Man lasse sich nicht von Oberflächen täuschen, sagt Rilke, in der Tiefe sei doch alles ""Gesetz"".', 'Aber wie gelangt ein Zeichner in diese Tiefe?', 'Flora, der unter den Zeichnern einer der größten Erzähler ist, ein Mann vom Schlag Kubins und Steinbergs, hat die Gesetze der Tiefe mittels der Schraffur erforscht.', 'Seine Welt ruht unter einem Netz Tausender Striche.', 'Flora bearbeitet das Blatt, bis auf dem Papier die Dämmerung eintritt.']"	b	0.96495205	d	0.9157635	b	0.99924064	d	0.5197563	b	0.99657094	b	0.99715614	b	0.99654645	b	0.9935861	b	0.9984769	b	0.99915075	b	810	{'b': 810, 'd': 190}	b	804	{'b': 804, 'd': 196}	b	903	{'b': 903, 'd': 97}	b	891	{'b': 891, 'd': 109}	b	935	{'b': 935, 'd': 65}	b	939	{'b': 939, 'd': 61}	b	965	{'b': 965, 'd': 35}	b	971	{'b': 971, 'd': 29}	b	983	{'b': 983, 'd': 17}	b	973	{'b': 973, 'd': 27}
814	3189	413275	3.0/1997/07/25/Rattengesaenge.xml.xml	erzähler	Mehr noch erinnert sie an den Erzähler.	"['Bienenschwärme und roter Sand werden einmal die letzte Spur sein, die zu den Ruinen der indischen Wüstenstadt Fatehpur führt, die 1584 aufgegebene ""Siegesstadt"" des Mogulkaisers Akbar.', 'Ransmayrs Dankrede zur Verleihung des Aristeion Literaturpreises erinnert an sie.', 'Mehr noch erinnert sie an den Erzähler.', 'Dort, wo der Besucher in der Wintersonne Indiens nur wilde Bienen und verlassene Paläste findet, ist der Erzähler das Gedächtnis.', 'Christoph Ransmayrs Reportagen und Prosastücke sind Einübungen in das Sterben, doch sie verbinden dabei beides: das Einverständnis und den Widerstand, den Widerstand der Literatur.']"	d	0.99873585	d	0.99932456	b	0.9926444	d	0.5870182	b	0.99596393	d	0.99638414	b	0.99101526	b	0.9931322	b	0.9991253	d	0.68408346	d	519	{'d': 519, 'b': 481}	b	510	{'b': 510, 'd': 490}	d	519	{'d': 519, 'b': 481}	b	505	{'b': 505, 'd': 495}	d	522	{'d': 522, 'b': 478}	d	509	{'b': 491, 'd': 509}	d	503	{'b': 497, 'd': 503}	b	511	{'b': 511, 'd': 489}	d	521	{'d': 521, 'b': 479}	b	512	{'d': 488, 'b': 512}
815	606	187879	3.0/1994/08/05/wer-war-uwe.xml.xml	erzähler	Neumann hat bei Suhrkamp in der Reihe „Schriften aus dem Uwe Johnson-Archiv“ herausgegeben die beiden Bände: „Entwöhnung von einem Arbeitsplatz – Klausuren und frühe Prosatexte“ und „Wo ist der Erzähler auffindbar – Gutachten für Verlage 1956-1958“.	['Uwe Johnsons mecklenburgische Heimat hat einen Uwe-Johnson-Preis gestiftet (20 000 Mark), der jetzt zum ersten Mal vergeben wurde, an den Schriftsteller Kurt Drawert.', 'Große Erwartungen richteten sich auf die vom Suhrkamp Verlag zu Johnsons zehntem Todestag im Frühjahr angekündigte erste Biographie, die der an der Universität Trondheim (Norwegen) lehrende Germanist Bernd Neumann schreiben sollte.', 'Neumann hat bei Suhrkamp in der Reihe „Schriften aus dem Uwe Johnson-Archiv“ herausgegeben die beiden Bände: „Entwöhnung von einem Arbeitsplatz – Klausuren und frühe Prosatexte“ und „Wo ist der Erzähler auffindbar – Gutachten für Verlage 1956-1958“.', 'Kurz vor der Auslieferung des biographischen Buches über Johnson hat der Suhrkamp Verlag auf die Veröffentlichung verzichtet, „aus urheber- und persönlichkeitsrechtlichen Gründen“.', 'Neumanns Tausendseitenwerk sollte dann bei Piper in München erscheinen, ist jetzt aber zur Buchmesse angekündigt bei der Europäischen Verlagsanstalt in Hamburg.']	b	0.99942905	b	0.9997019	b	0.99968016	b	0.7008875	b	0.9995117	b	0.99820256	b	0.99936754	b	0.99672616	b	0.99965715	b	0.9989458	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
816	2209	367553	3.0/1991/06/14/angstland-deutschland.xm.xml	erzählers	Im Mittelteil weicht er aus „in die dritte Person“, spricht ruhiger, aus dem Abstand des nachdenklichen Erzählers.	['„Berliner Notizen“ nennt er die fünfzehn Kapitel seines neuen Buches, in dessen Mitte er zwei „Intermezzi“ stellt: Erinnerungen an einen Aufenthalt in München vor Jahren.', 'Die ersten acht, die letzten sieben Tagebuch-Artikel, datiert vom März 1989 bis zum Juni 1990, erzählt Nooteboom mit dem Schwung des gelehrten Skeptikers, der weiß, daß er Szenen europäischer Geschichte erlebt.', 'Im Mittelteil weicht er aus „in die dritte Person“, spricht ruhiger, aus dem Abstand des nachdenklichen Erzählers.', 'Ob sich Nootebooms Landsleute auf diesen so genau komponierten Reportage-Band stürzen?', 'Auf jeden Fall sollten wir deutschen Nachbarn lesen und bedenken, was ein wohlwollend kritischer Autor sagt.']	b	0.99899846	b	0.99844885	b	0.99949396	b	0.51933324	b	0.9772539	b	0.9957278	b	0.99766964	b	0.99631447	b	0.9771187	b	0.99819094	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
817	3053	406543	3.0/1986/03/28/der-judenvogel.xml.xml	erzähler	Malamud war ein Erzähler trauriger Legenden.	['Später, 1957, als der Schriftsteller Malamud schon einen Namen hatte, wurde diese Erfahrung Hintergrund seines zweiten von insgesamt sieben Romanen, „The Assistant“.', 'Jüdisches Schicksal ist das Leitmotiv in Malamuds Welt.', 'Malamud war ein Erzähler trauriger Legenden.', 'Die Menschen in ihnen sind arm und schwach, aber, obwohl ihr?', 'Lage hoffnungslos ist, hoffnungsvoll; Siegfried Lenz sagte einmal, an Malamud bewundere er die Darstellung der Größe einer Person durch die Schilderung ihrer Schwächen und Defekte.']	b	0.99920255	b	0.9995468	b	0.99948573	b	0.61614454	b	0.99933606	b	0.99846363	b	0.99904495	b	0.9968033	b	0.9996233	b	0.99923384	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
818	6004	876489	3.0/1990/11/09/alle-wege-fuehren-nach-a.xml	erzählerin	Nur fünf von sechzehn Geschichten spielen auf dem dunklen Kontinent, die anderen inmitten von Europa, in Oberösterreich oder am Strand von Italien - und in den Köpfen der braven Eltern, der Tante, des guten Onkels, des Cousins, der Erzählerin.	['Darin ist das Fragwürdige und Legendenhafte jeglicher Erinnerung ebenso gefaßt wie deren aus tiefen Quellen gespeiste Überredungsund Überzeugungskraft.', 'Erotisches, dunkel Erinnertes, Dunkles: Afrika steckt in den Köpfen, dort, wo die Sehnsucht sitzt.', 'Nur fünf von sechzehn Geschichten spielen auf dem dunklen Kontinent, die anderen inmitten von Europa, in Oberösterreich oder am Strand von Italien - und in den Köpfen der braven Eltern, der Tante, des guten Onkels, des Cousins, der Erzählerin.', 'Kindlich und naiv geben sich diese Erzählungen, peinlich genau wie ein Schulaufsatz.', 'Noch einmal Italien: „Der Neger hat gesagt, ich sei schön.']	d	0.9996451	d	0.76784426	d	0.9975091	d	0.62104017	d	0.9986883	d	0.9987342	b	0.7290949	b	0.9933335	d	0.67534554	d	0.9995828	d	796	{'d': 796, 'b': 204}	d	797	{'d': 797, 'b': 203}	d	896	{'d': 896, 'b': 104}	d	893	{'d': 893, 'b': 107}	d	945	{'b': 55, 'd': 945}	d	951	{'d': 951, 'b': 49}	d	965	{'d': 965, 'b': 35}	d	979	{'d': 979, 'b': 21}	d	984	{'d': 984, 'b': 16}	d	984	{'d': 984, 'b': 16}
819	5786	865301	3.0/1979/06/01/jahrestage.xml.xml	erzählers	Da runzelten manche Kritiker die Stirn: War das nicht die Rückkehr eines einstmals avantgardistischen Romanciers zu den alten Mustern des neunzehnten Jahrhunderts und der von Lukács geforderten epischen Totalität des allwissenden Erzählers?	['Juli 1934 im pommerschen Cammin geborene Erzähler nach den beiden Romanen „Mutmaßungen über Jakob“ (1959), „Das dritte Buch über Achim“ (1961) und den beiden Prosabänden „Karsch“ (1964) und „Zwei Ansichten“ (1965) seine Leser fünf Jahre auf ein neues Buch hoffen lassen.', 'Was mit dem ersten Band der „Jahrestage“ erschien, zeigte einen neuen Johnson: Da waren Personen und Themen der früheren Bücher noch einmal, wie in einer „Summe“, versammelt – zugleich aber ging der Erzähler auf neue Art mit ihnen um: voll Ironie, mit hintersinnigem Humor.', 'Da runzelten manche Kritiker die Stirn: War das nicht die Rückkehr eines einstmals avantgardistischen Romanciers zu den alten Mustern des neunzehnten Jahrhunderts und der von Lukács geforderten epischen Totalität des allwissenden Erzählers?', 'Läßt sich möglicherweise auch deshalb dieser Roman zweier Zeiten, zweier Welten nicht zu Ende bringen, weil aus der Perspektive eines (mit Dokumenten und Zitaten) nach realistischer Vollkommenheit strebenden Erzählers die widerspruchsvolle Wirklichkeit der ersten Nazijahre in der deutschen Provinz und des amerikanischen Vietnamdebakels nicht mehr darstellen läßt?', 'Die Fragen drängen sich auf – und machen, doch die Lektüre dieses eigenwilligen Romans als Tagebuch nur um so mehr spannend.']	b	0.99956983	b	0.9997073	b	0.9996613	b	0.6618533	b	0.99955255	b	0.9986105	b	0.99939966	b	0.9972404	b	0.99965835	b	0.999342	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
820	7667	1153828	3.0/2005/12/15/_Ich_bin_ein_Toter_und_l.xml	erzähler	Mit diesem Erfolgsbuch von 1930 wurde aus dem großen Reporter der bedeutende Erzähler Joseph Roth (1894 bis 1930).	['Hat auch deshalb Marlene Dietrich 1937 bekannt: Hiob - eine meiner Lieblingsgestalten aus der Bibel.', 'Auch mein Lieblingsbuch, geschrieben von Joseph Roth?', 'Mit diesem Erfolgsbuch von 1930 wurde aus dem großen Reporter der bedeutende Erzähler Joseph Roth (1894 bis 1930).', 'Sein einfacher Mann, ein moderner Jedermann, ist der arme Lehrer Mendel Singer in einer Provinzstadt Wolhyniens, im Grenzgebiet des Zarenreichs, wo Russen und Juden, Polen und Ukrainer, Österreicher und Rumänen trotz aller Pogrome zusammenleben.', 'Der mit Bedacht gewählte Name Singer verweist auf den lyrischen Grundton dieses von Klängen, Melodien, Stimmen, Geräuschen erfüllten Werks, das (der Geige spielende) Albert Einstein als das trostreiche Buch eines echten Menschen und Dichters geschätzt hat.']	b	0.999498	b	0.98721653	b	0.9996201	b	0.68674666	b	0.99958307	b	0.9986052	b	0.9993992	b	0.99604994	b	0.9995912	b	0.9992291	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
821	7550	1149954	3.0/1993/03/26/ein-deutscher-gegen-vate.xml	erzähler	Ein Erzähler, Essayist, Reiseschriftsteller, Rundfunk- und Kinderbuchautor – und vielen doch nur bekannt als Gründer und „Chef“ der Gruppe 47.	['Ein Schriftsteller, von dessen Werken kaum eines im Bewußtsein der Öffentlichkeit gegenwärtig ist – und der doch zur deutschen Republik nach 1945 gehört wie Heinrich Böll.', 'Ein Erzähler, Essayist, Reiseschriftsteller, Rundfunk- und Kinderbuchautor – und vielen doch nur bekannt als Gründer und „Chef“ der Gruppe 47.', 'Ein Autor, dessen Anfänge als realistischer Romancier („Die Geschlagenen“, 1949; „Sie fielen aus Gottes Hand“, 1951“) Thomas Mann gelobt hat: „Ernster Ehrgeiz, großer Wille, in Bildern festzuhalten, was festzuhalten ist von der Verwilderung der Epoche“; dann berühmt, gefürchtet, angefeindet wegen politischer Kampfschriften, die er herausgegeben hat.', 'Hans Werner Richter, der am 23.']	b	0.9996158	b	0.9997087	b	0.9996928	b	0.76899916	b	0.99955755	b	0.9987037	b	0.9993736	b	0.9966354	b	0.9996613	b	0.99933785	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
822	7005	1075633	3.0/1999/01/28/199905.l-guterson_.xml.x.xml	erzähler	Gutersons Stärke ist die Beschwörung des Bleibenden  David Guterson ist, das hat er in seinem RomandebütSchnee, der auf Zedern fällt       gezeigt, ein vorsichtiger, manchmal spröder Erzähler.	['In diesem Buch verbinden sich beide Motive zu einem.', 'Das macht die Bewegung der Reise, die den alten Mann zu den blühenden Tälern und sanft strömenden Wassern seiner Kindheit und zugleich zu seinem Tode hinträgt, beim Lesen unwiderstehlich, zumindest solange der Zauber anhält und noch nicht durch die Suche des Erzählers nach einer Auflösung der Geschichte gebrochen wird.', 'Gutersons Stärke ist die Beschwörung des Bleibenden  David Guterson ist, das hat er in seinem RomandebütSchnee, der auf Zedern fällt       gezeigt, ein vorsichtiger, manchmal spröder Erzähler.', 'Er gibt nicht vor, die Welt in ein paar Sätzen erklären zu können; auch wenn er einem der Menschen, die er beschreibt, tief ins Gemüt schaut, leuchtet er nie die ganze Seelenkammer aus.', 'Seine Figuren leben von Aussparungen.']	d	0.53479725	b	0.9979983	b	0.9132362	d	0.4042136	d	0.9932468	b	0.9951167	b	0.71822876	b	0.8844601	c	0.99139774	b	0.9988784	b	574	{'b': 574, 'd': 317, 'c': 109}	b	649	{'b': 649, 'd': 262, 'c': 89}	b	656	{'b': 656, 'd': 274, 'c': 70}	b	692	{'c': 33, 'b': 692, 'd': 275}	b	731	{'b': 731, 'd': 234, 'c': 35}	b	790	{'b': 790, 'd': 194, 'c': 16}	b	817	{'b': 817, 'd': 166, 'c': 17}	b	814	{'b': 814, 'd': 175, 'c': 11}	b	844	{'b': 844, 'd': 153, 'c': 3}	b	826	{'b': 826, 'd': 166, 'c': 8}
823	3108	408736	3.0/1986/09/19/auf-der-suche-nach-einem.xml	erzähler	Auch wenn die Unebenheit dieses Pflastersteins den Erzähler bei der Remise im Hof des Guermantschen Palais stolpern ließ, wohin er, aus seinen Gedanken durch den Anruf eines Chauffeurs aufgeschreckt, zurückgewichen war, stolpern auch wir über diesen Stein, und er verschafft uns, wenn auch nicht die Empfindung von Glück, so doch eine Gewißheit.	['Dafür läßt Proust wieder und wieder jene Augenblicke der „mémoire involontaire“ geschehen, so oft, daß er entschuldigend hinzufügt, sie hätten offenbar an jenem Tag seines letzten Besuches im Palais der Guermantes die Tendenz, sich zu vervielfältigen.', 'Zunächst verschafft die Unebenheit eines Pflastersteins dem Erzähler einen jener Augenblicke der Glückseligkeit, „eine Freude, die einer Gewißheit glich“.', 'Auch wenn die Unebenheit dieses Pflastersteins den Erzähler bei der Remise im Hof des Guermantschen Palais stolpern ließ, wohin er, aus seinen Gedanken durch den Anruf eines Chauffeurs aufgeschreckt, zurückgewichen war, stolpern auch wir über diesen Stein, und er verschafft uns, wenn auch nicht die Empfindung von Glück, so doch eine Gewißheit.', 'Der Stein des Anstoßes ist im deutschen Text „höher“ als der davorliegende, während er im französischen Text „moins eleve que le precedent“ liegt.', 'Die Gewißheit aber ist die, daß Proust das zusteht, was Wollschläger für Joyce und seinen Ulysses geleistet hat, nämlich eine neue oder doch eine überarbeitete Übersetzung der „Recherche“ in die deutsche Sprache.']	b	0.8682206	d	0.9622409	d	0.9989693	d	0.54256177	b	0.61744493	b	0.8391008	d	0.99483126	b	0.9965264	b	0.99924254	d	0.9992834	d	506	{'b': 494, 'd': 506}	b	505	{'d': 495, 'b': 505}	b	500	{'b': 500, 'd': 500}	b	509	{'d': 491, 'b': 509}	b	502	{'b': 502, 'd': 498}	d	526	{'d': 526, 'b': 474}	b	500	{'b': 500, 'd': 500}	b	506	{'b': 506, 'd': 494}	d	513	{'b': 487, 'd': 513}	b	510	{'b': 510, 'd': 490}
824	3432	423240	3.0/1987/04/03/polen-lebt-von-wundern.x.xml	erzähler	Ein Poet – ein Staatssicherheitsbeamter aus der fernen Provinz, der sich in den Erzähler verliebt hat und nun Teile seiner Prosa zitiert, als wären es die „Ahnen“ von Mickiewicz.	['Aber dort, auf dem Flur mit Steinboden, voller Winterschmutz, aber dort, auf dem Treppchen wie in einem Krankenhaus, aber dort, in den Korridoren wie bei Kafka, traf ich den Menschen, den ich wie ein Herrgott vor ein paar Jahren erschaffen hatte.', 'Ich wurde liebevoll verhört und vernommen von Tadzio aus der „Kleinen Apokalypse“, jenem blutjungen Greis oder greisen Jüngling, der dem Helden nachstellt und der ihn kapiert.', 'Ein Poet – ein Staatssicherheitsbeamter aus der fernen Provinz, der sich in den Erzähler verliebt hat und nun Teile seiner Prosa zitiert, als wären es die „Ahnen“ von Mickiewicz.', 'Eine geschniegelte, gewissenhaft konzipierte literarische Figur, die plötzlich an diesem Dezembertag im Warschau des Kriegsrechts vor meinen Augen zum Leben erwachte.', 'Mich hat es beinahe umgeworfen, fast wäre ich unter dem Schock auf den Rücken gefallen.']	d	0.9994972	d	0.98653895	d	0.8675734	d	0.75969595	d	0.9924189	d	0.99484766	d	0.9985948	d	0.9950158	b	0.99787676	d	0.99932253	d	912	{'d': 912, 'b': 88}	d	893	{'d': 893, 'b': 107}	d	973	{'d': 973, 'b': 27}	d	984	{'d': 984, 'b': 16}	d	990	{'d': 990, 'b': 10}	d	989	{'d': 989, 'b': 11}	d	995	{'d': 995, 'b': 5}	d	996	{'d': 996, 'b': 4}	d	999	{'d': 999, 'b': 1}	d	999	{'d': 999, 'b': 1}
825	646	188430	3.0/1994/03/04/oede-wonne-mit-leichnam..xml	erzähler	–, auch dort werden junge Erzähler also zurückgelockt in die verfallenen Paläste ehemaliger Avantgarde, um in trüben Spiegeln die Methodik der Methoden und die Zeichenhaftigkeit der Zeichen zu entdecken.	['Robbe-Grillet hat ihn zwar nicht erfunden, aber doch in „La jalousie“ zum alles beherrschenden Thema hochgehext, und die Rolläden, mit denen Toussaint in seinem Text so beziehungsvoll spielt, sollen im französischen Wortlaut sicher auf den großen Vorläufer zurückweisen.', 'O öde Wonnen der Intertextualität – o armes Frankreich!', '–, auch dort werden junge Erzähler also zurückgelockt in die verfallenen Paläste ehemaliger Avantgarde, um in trüben Spiegeln die Methodik der Methoden und die Zeichenhaftigkeit der Zeichen zu entdecken.', 'Nun wissen wir also, daß es auch möglich ist, einen Post-Noveau-roman zusammenzubasteln.', 'Erfahren haben wir auch, daß ein Kriminalroman ohne Verbrechen, Aufklärungsinteresse und Spannung, wenn auch ausgestattet mit allem Brimborium der Gattung, methodisch ins Leere läuft.']	b	0.999564	b	0.999701	b	0.99962187	b	0.6271425	b	0.99958616	b	0.99838614	b	0.9984561	b	0.99722725	b	0.9996382	b	0.9992112	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}	b	1000	{'b': 1000}
